Customer_ID,Gender,Age,Browsing_Time,Purchase_Amount,Number_of_Items,Discount_Applied,Total_Transactions,Category,Satisfaction_Score
490,Male,30,116.57,211.06,9,18,27,Beauty,3
491,Female,25,67.9,227.18,9,30,13,Home & Kitchen,2
492,Male,40,86.06,301.51,4,12,17,Home & Kitchen,4
493,Male,60,9.15,40.51,2,23,32,Beauty,2
494,Female,18,50.7,117.25,9,4,26,Books,2
495,Male,62,14.85,466.09,4,22,22,Home & Kitchen,1
496,Male,68,73.92,454.66,6,18,13,Beauty,3
497,Male,41,112.68,391.74,1,0,12,Beauty,1
498,Female,52,79.75,14.6,9,32,7,Clothing,1
499,Male,41,10.14,166.87,5,49,1,Beauty,2
500,Female,34,43.21,315.84,3,32,33,Electronics,1
501,Male,22,66.53,141.22,4,31,14,Clothing,3
502,Male,37,48.98,455.25,1,27,47,Clothing,2
503,Male,38,100.2,318.78,9,36,43,Home & Kitchen,3
504,Female,57,97.95,40.59,8,40,41,Books,5
505,Male,48,73.81,454.96,4,11,17,Home & Kitchen,1
506,Male,63,45.44,479.09,2,8,4,Electronics,2
507,Female,53,31.39,43.47,9,49,39,Clothing,4
508,Male,28,13.6,268.52,4,10,1,Clothing,3
509,Female,69,43.23,155.17,9,32,41,Beauty,1
510,Female,32,50.17,199.46,3,18,45,Books,3
511,Male,36,81.42,93.93,7,41,24,Books,3
512,Female,24,79.32,291.15,7,33,34,Beauty,5
513,Male,68,9.34,479.2,4,6,34,Electronics,3
514,Female,45,48.04,254.02,2,30,24,Books,5
515,Female,68,22.63,46.04,9,1,15,Clothing,5
516,Male,60,19.66,311.9,4,18,17,Electronics,5
517,Female,22,99.45,173.41,8,37,13,Home & Kitchen,1
518,Female,22,5.99,428.68,2,31,7,Home & Kitchen,3
519,Female,47,50.88,220.17,8,9,9,Electronics,3
520,Female,49,21.02,100.46,5,40,44,Clothing,5
521,Female,25,105.64,99.6,7,7,35,Home & Kitchen,3
522,Male,27,67.29,385.54,7,25,23,Clothing,3
523,Female,55,28.53,136.47,9,29,47,Beauty,5
524,Male,64,60.79,384.78,3,10,39,Books,4
525,Female,49,88.05,106.91,4,40,23,Electronics,4
526,Male,65,115.02,164.23,4,19,26,Books,5
527,Male,45,27.23,235.42,5,19,1,Beauty,1
528,Female,34,106.46,471.88,6,8,14,Home & Kitchen,3
529,Female,48,112.18,466.21,3,7,32,Clothing,3
530,Female,25,110.05,107.4,4,14,48,Clothing,4
531,Male,57,76.61,182.32,3,33,10,Beauty,5
532,Female,42,75.95,78.95,2,23,1,Electronics,1
533,Male,26,48.98,257.44,9,32,5,Books,5
534,Male,19,90.54,232.99,1,40,3,Home & Kitchen,4
535,Male,32,64.22,450.88,2,40,49,Electronics,4
536,Female,67,81.62,465.35,8,44,27,Beauty,3
537,Female,20,51.99,194.87,7,39,22,Beauty,2
538,Male,66,88.05,248.41,1,26,18,Clothing,1
539,Male,53,99.11,448.64,5,20,16,Home & Kitchen,1
540,Female,21,18.43,404.32,6,4,2,Electronics,2
541,Male,31,100.12,6.81,5,34,47,Clothing,4
542,Female,58,65.3,163.43,4,20,13,Home & Kitchen,5
543,Male,58,101.52,213.78,1,3,45,Books,1
544,Female,42,52.32,118.71,7,48,16,Books,2
545,Male,67,46.11,103.79,9,47,8,Clothing,3
546,Female,27,109.89,23.7,6,15,43,Electronics,3
547,Male,38,30.89,323.47,3,30,8,Home & Kitchen,4
548,Female,53,101.46,134.94,4,25,10,Books,1
549,Female,29,58.6,30.91,5,34,33,Books,5
550,Male,44,62.18,119.33,1,5,31,Electronics,1
551,Male,57,37.71,401.95,5,32,12,Clothing,3
552,Female,19,69.19,426.49,1,20,9,Beauty,1
553,Male,30,39.7,244.12,9,15,37,Home & Kitchen,3
554,Female,49,5.67,210.95,7,46,9,Books,2
555,Male,48,33.37,489.04,3,38,48,Beauty,2
556,Female,33,1.76,104.28,9,33,18,Electronics,3
557,Female,49,117.42,111.6,2,41,30,Clothing,5
558,Female,49,115.92,149.47,7,14,32,Home & Kitchen,5
559,Female,51,48.02,90.51,9,5,40,Electronics,1
560,Female,28,87.68,192.79,6,1,23,Clothing,3
561,Female,27,42.15,455.86,5,23,11,Electronics,4
562,Male,32,80.86,309.6,7,48,20,Books,5
563,Male,34,96.85,208.91,6,27,19,Books,5
564,Male,57,113.66,467.53,5,0,36,Beauty,2
565,Female,35,48.63,28.99,2,0,26,Electronics,5
566,Female,26,94.21,109.09,8,27,10,Books,5
567,Female,42,32.65,285.11,7,35,24,Clothing,5
568,Female,57,118.85,309.7,6,19,13,Beauty,3
569,Male,31,4.07,24.58,5,47,46,Home & Kitchen,3
570,Male,42,72.82,204.5,5,7,34,Electronics,2
571,Female,67,79.48,326.33,9,0,29,Books,1
572,Male,39,82.88,350.54,1,25,36,Clothing,5
573,Male,69,15.33,320.88,9,42,7,Electronics,1
574,Female,47,112.69,163.68,6,48,30,Clothing,3
575,Male,37,22.56,51.29,4,24,17,Beauty,5
576,Female,38,75.11,216.42,7,9,48,Books,1
577,Male,61,27.5,68.73,9,11,13,Books,1
578,Female,49,37.56,474.07,5,40,24,Beauty,4
579,Female,68,66.03,240.21,5,6,31,Clothing,3
580,Female,63,50.65,162.04,8,11,27,Electronics,2
581,Female,66,20.07,384.32,7,46,21,Clothing,2
582,Male,38,21.34,251.48,8,39,44,Electronics,4
583,Female,52,50.76,158.47,2,16,1,Beauty,1
584,Female,49,91.12,406.92,9,4,15,Home & Kitchen,4
585,Female,47,107.86,434.24,3,13,3,Electronics,4
586,Male,56,11.01,338.14,6,33,6,Books,3
587,Female,66,47.78,28.25,6,47,14,Books,5
588,Male,29,12.93,285.33,2,16,38,Books,1
589,Female,58,2.97,382.83,7,34,33,Clothing,2
590,Male,64,79.74,72.57,9,0,38,Clothing,2
591,Male,35,72.69,118.19,1,49,8,Clothing,4
592,Female,38,20.4,441.84,8,49,26,Books,4
593,Male,30,28.82,14.96,2,35,15,Electronics,4
594,Female,38,3.82,377.6,1,14,14,Books,1
595,Female,25,100.36,239.52,8,18,48,Electronics,4
596,Female,63,116.99,226.15,2,41,20,Clothing,4
597,Male,57,17.12,8.51,6,4,48,Home & Kitchen,5
598,Male,63,28.55,410.6,6,18,19,Clothing,1
599,Female,24,104.34,183.11,5,42,33,Beauty,3
600,Female,40,111.25,272.68,8,38,36,Electronics,3
601,Male,61,50.94,340.26,3,4,24,Home & Kitchen,5
602,Female,49,7.02,352.8,4,11,10,Clothing,2
603,Female,28,5.69,478.21,7,18,34,Home & Kitchen,3
604,Female,39,69.3,268.01,7,46,36,Books,1
605,Male,39,47.75,202.86,8,11,47,Electronics,2
606,Male,60,4.41,477.08,2,35,36,Beauty,4
607,Male,42,70.41,322.84,2,11,16,Books,1
608,Female,39,2.35,152.58,4,17,15,Home & Kitchen,2
609,Female,45,94.7,67.6,9,48,18,Clothing,3
610,Female,46,37.47,422.06,9,47,7,Electronics,4
611,Male,30,5.79,184.28,4,42,47,Beauty,4
612,Female,35,71.01,331.93,9,33,22,Clothing,1
613,Female,19,48.32,238.05,3,47,32,Beauty,4
614,Female,46,116.88,103.47,5,32,43,Electronics,2
615,Female,38,65.76,302.83,9,48,19,Home & Kitchen,5
616,Male,32,33.75,35.04,6,17,40,Beauty,3
617,Male,69,85.42,209.6,3,28,1,Electronics,1
618,Female,44,33.31,275.57,9,44,35,Beauty,5
619,Male,67,108.6,220.84,6,4,5,Clothing,5
620,Male,48,45.59,375.59,4,24,12,Beauty,1
621,Female,32,66.43,414.82,4,23,12,Clothing,2
622,Female,68,7.02,386.77,8,28,21,Clothing,3
623,Male,40,51.71,24.21,7,37,19,Electronics,1
624,Female,41,100.05,101.09,1,32,9,Books,5
625,Male,61,96.87,270.62,6,9,43,Beauty,5
626,Female,30,27.69,467.74,8,36,49,Home & Kitchen,1
627,Male,39,27.9,418.3,3,32,48,Clothing,5
628,Female,60,98.26,422.05,9,22,36,Books,1
629,Male,54,111.72,155.09,2,10,42,Clothing,1
630,Male,50,12.35,217.58,6,23,47,Books,3
631,Male,20,54.56,238.0,1,23,32,Books,1
632,Female,36,41.16,82.9,2,6,35,Home & Kitchen,5
633,Male,40,104.61,20.38,5,49,31,Books,4
634,Male,46,10.94,473.72,1,20,32,Home & Kitchen,3
635,Female,47,26.12,124.15,8,19,37,Electronics,5
636,Female,56,90.54,123.77,1,9,32,Clothing,5
637,Male,61,7.1,46.27,9,24,43,Home & Kitchen,3
638,Male,64,59.61,464.61,3,46,37,Clothing,3
639,Female,42,53.61,291.97,2,35,39,Beauty,5
640,Female,54,40.79,335.18,1,47,38,Electronics,4
641,Female,64,47.95,456.23,9,46,30,Beauty,2
642,Female,25,64.06,176.08,4,14,32,Beauty,5
643,Female,59,20.2,312.65,1,43,45,Books,3
644,Male,33,69.07,24.21,1,39,2,Books,1
645,Female,25,96.85,97.45,7,39,11,Beauty,1
646,Male,18,91.46,416.47,2,49,20,Books,3
647,Male,61,19.31,384.55,7,5,37,Clothing,3
648,Male,22,18.76,178.57,7,36,9,Books,2
649,Female,20,32.91,191.52,9,1,38,Beauty,3
650,Male,18,43.97,269.11,7,11,49,Books,1
651,Male,21,49.61,5.12,1,3,19,Books,4
652,Female,57,81.88,124.42,8,22,40,Home & Kitchen,3
653,Male,52,7.74,108.07,8,12,7,Home & Kitchen,2
654,Male,49,5.13,128.99,4,16,5,Beauty,4
655,Female,59,47.64,403.92,8,30,47,Clothing,2
656,Male,51,83.96,143.44,4,15,42,Electronics,4
657,Male,60,24.02,99.8,8,40,24,Electronics,3
658,Male,42,77.34,254.61,5,25,48,Beauty,1
659,Female,27,31.92,433.49,4,27,41,Clothing,4
660,Female,38,106.44,124.47,6,0,7,Clothing,5
661,Female,63,107.59,43.88,2,46,11,Clothing,2
662,Male,56,36.38,181.42,2,11,9,Home & Kitchen,4
663,Male,44,28.37,375.09,2,36,49,Beauty,2
664,Female,44,49.95,277.59,9,49,30,Electronics,1
665,Male,19,29.62,409.31,3,19,41,Clothing,2
666,Male,58,81.01,480.0,4,1,3,Beauty,2
667,Female,65,99.3,397.37,8,35,22,Electronics,5
668,Female,30,81.1,303.88,4,14,40,Home & Kitchen,2
669,Male,26,99.1,249.2,7,37,20,Books,4
670,Male,69,48.24,24.83,5,21,32,Electronics,2
671,Male,53,19.6,492.24,9,43,48,Electronics,3
672,Female,39,88.82,194.82,4,49,7,Electronics,2
673,Female,59,43.9,80.35,3,31,7,Books,3
674,Female,43,80.88,335.02,2,19,20,Clothing,2
675,Female,29,33.21,145.72,1,35,25,Books,2
676,Male,34,10.67,294.96,6,32,45,Electronics,4
677,Female,31,119.12,295.45,2,14,35,Home & Kitchen,3
678,Female,31,19.59,225.64,8,49,44,Electronics,3
679,Female,51,118.62,418.88,6,45,24,Home & Kitchen,5
680,Female,37,117.3,136.16,5,2,40,Beauty,2
681,Female,28,95.46,227.07,2,28,13,Home & Kitchen,2
682,Male,33,79.47,271.16,7,46,48,Electronics,4
683,Male,68,69.76,333.49,2,26,39,Books,5
684,Female,48,104.07,393.07,5,4,4,Electronics,5
685,Male,23,35.44,200.43,2,30,12,Electronics,4
686,Female,36,56.65,324.79,2,21,17,Beauty,3
687,Female,54,74.71,79.55,7,34,1,Clothing,1
688,Male,21,49.93,466.66,9,6,17,Electronics,4
689,Male,64,51.87,194.61,5,5,2,Beauty,3
690,Female,21,40.3,366.11,7,25,6,Books,5
691,Female,37,68.14,15.07,4,0,44,Beauty,4
692,Female,27,102.22,106.57,2,18,11,Beauty,1
693,Male,41,24.98,246.11,3,6,43,Home & Kitchen,2
694,Female,52,112.2,439.73,2,35,18,Clothing,4
695,Female,43,83.0,265.99,5,11,40,Clothing,1
696,Female,54,98.97,465.29,6,19,25,Books,1
697,Male,55,67.19,244.48,7,22,39,Beauty,4
698,Female,38,93.76,247.77,3,24,28,Books,3
699,Female,57,2.93,64.27,4,29,46,Books,4
700,Male,56,98.39,402.31,8,28,16,Clothing,5
701,Female,38,5.78,127.25,4,30,12,Clothing,1
702,Female,27,106.9,450.31,7,17,41,Clothing,1
703,Male,55,119.04,455.86,6,40,29,Electronics,2
704,Female,63,35.99,471.94,7,18,23,Beauty,1
705,Male,21,26.03,262.51,1,3,21,Books,2
706,Male,62,92.08,340.16,3,0,16,Beauty,1
707,Female,37,31.11,390.37,6,40,48,Books,1
708,Female,34,104.0,69.85,3,14,41,Books,4
709,Female,24,13.24,302.47,7,7,45,Books,4
710,Female,21,15.99,21.98,9,14,26,Books,5
711,Male,46,117.52,251.3,3,14,37,Home & Kitchen,3
712,Female,31,81.19,81.65,1,49,22,Home & Kitchen,5
713,Male,20,101.78,95.55,6,38,10,Electronics,1
714,Female,41,39.6,185.7,1,21,7,Clothing,5
715,Female,54,81.5,219.06,1,17,9,Books,4
716,Female,33,71.71,313.47,8,15,25,Beauty,1
717,Male,69,72.77,41.84,9,1,46,Home & Kitchen,1
718,Female,21,82.22,254.33,2,35,15,Clothing,5
719,Female,41,69.47,95.4,9,19,13,Electronics,2
720,Female,51,52.06,289.12,5,15,42,Clothing,3
721,Female,47,33.83,320.52,8,2,46,Books,5
722,Male,35,92.46,280.57,7,29,26,Clothing,5
723,Female,36,27.93,370.46,7,1,21,Books,3
724,Male,48,83.39,171.13,4,34,23,Home & Kitchen,1
725,Male,36,28.77,383.73,2,25,44,Home & Kitchen,1
726,Male,66,75.41,219.22,5,4,28,Books,2
727,Male,63,89.9,244.67,3,1,38,Beauty,5
728,Male,36,27.03,325.81,9,19,12,Home & Kitchen,3
729,Male,39,8.13,14.09,6,33,24,Beauty,5
730,Female,41,16.59,328.73,1,33,13,Books,4
731,Male,62,73.11,311.2,3,19,40,Books,5
732,Male,29,102.08,158.37,4,49,48,Home & Kitchen,5
733,Male,47,6.35,47.47,9,24,2,Beauty,4
734,Female,55,88.36,50.01,6,19,39,Books,4
735,Female,48,41.62,462.0,4,24,12,Home & Kitchen,3
736,Male,53,57.94,346.19,1,13,39,Books,1
737,Female,36,111.53,67.92,8,46,14,Clothing,2
738,Male,65,40.5,181.58,2,43,30,Clothing,4
739,Male,62,56.38,298.28,8,42,41,Home & Kitchen,1
740,Female,53,2.63,418.61,6,42,43,Books,3
741,Male,47,10.71,26.61,8,38,48,Home & Kitchen,5
742,Female,66,31.77,122.13,6,11,19,Electronics,3
743,Female,50,4.31,445.43,5,47,31,Home & Kitchen,3
744,Male,35,76.13,9.54,5,4,43,Home & Kitchen,4
745,Male,69,51.74,104.69,8,1,43,Clothing,2
746,Female,66,66.23,479.72,7,15,25,Clothing,4
747,Male,45,21.78,308.63,8,29,4,Books,5
748,Male,64,36.22,134.53,8,46,13,Home & Kitchen,4
749,Male,28,80.0,38.16,7,42,36,Home & Kitchen,5
750,Female,62,115.87,18.95,2,37,42,Books,4
751,Female,50,7.0,126.15,9,44,37,Beauty,2
752,Male,34,106.96,441.34,7,41,3,Books,1
753,Female,23,69.65,210.88,6,23,16,Clothing,2
754,Female,21,68.11,361.57,9,29,26,Clothing,4
755,Female,37,60.53,459.55,1,36,40,Home & Kitchen,3
756,Female,65,9.26,206.98,2,38,39,Clothing,1
757,Female,64,11.7,99.68,1,10,19,Books,3
758,Male,44,72.51,260.97,3,13,46,Home & Kitchen,2
759,Male,32,41.57,454.5,5,22,15,Books,1
760,Male,23,110.15,403.17,1,15,32,Books,4
761,Female,64,49.38,37.59,4,49,49,Home & Kitchen,3
762,Female,31,18.05,347.82,8,20,21,Beauty,4
763,Male,28,86.05,288.09,6,3,1,Clothing,5
764,Female,56,35.91,454.19,1,32,6,Electronics,1
765,Male,26,63.53,65.63,1,46,27,Electronics,3
766,Male,43,84.04,269.35,3,13,23,Electronics,2
767,Male,33,108.13,440.33,8,18,47,Clothing,2
768,Female,22,95.27,207.96,8,4,31,Beauty,2
769,Female,69,81.49,243.59,3,35,12,Books,2
770,Male,27,81.88,39.88,7,30,21,Home & Kitchen,3
771,Male,67,113.57,142.68,3,44,2,Beauty,5
772,Male,20,36.2,165.63,4,17,5,Electronics,2
773,Male,30,1.13,472.84,9,43,9,Clothing,2
774,Female,60,33.36,144.92,4,30,20,Clothing,2
775,Female,66,26.93,233.13,3,29,46,Home & Kitchen,5
776,Male,47,79.76,337.3,5,20,18,Books,1
777,Male,62,76.41,85.28,7,46,22,Beauty,2
778,Female,23,71.62,245.79,5,29,8,Beauty,2
779,Female,34,2.93,370.58,4,40,34,Beauty,2
780,Male,62,87.72,434.09,8,3,9,Books,1
781,Male,68,39.5,315.0,4,4,7,Books,2
782,Male,36,80.14,336.18,2,40,30,Books,1
783,Female,59,67.23,67.51,6,44,18,Home & Kitchen,1
784,Female,52,41.78,473.16,2,9,27,Clothing,4
785,Female,63,17.01,70.62,3,26,16,Electronics,4
786,Male,43,12.24,388.46,1,15,21,Books,2
787,Male,68,99.95,136.08,5,29,5,Clothing,3
788,Female,22,110.29,467.13,9,12,29,Books,4
789,Female,46,78.32,361.38,2,35,47,Electronics,4
790,Male,54,13.31,378.14,7,20,37,Books,3
791,Female,37,48.84,113.43,5,44,43,Clothing,5
792,Female,66,87.74,224.3,2,39,22,Home & Kitchen,2
793,Male,38,93.8,310.82,8,44,14,Electronics,5
794,Female,27,15.07,386.14,6,14,19,Clothing,5
795,Male,22,1.0,56.46,4,19,35,Beauty,1
796,Male,53,85.74,481.37,4,19,24,Beauty,1
797,Male,23,43.43,445.66,2,44,42,Beauty,2
798,Male,43,31.28,138.82,3,4,6,Home & Kitchen,3
799,Male,21,2.53,412.27,7,31,3,Books,1
800,Male,56,65.3,261.57,3,5,34,Books,4
801,Male,56,102.29,233.59,5,29,45,Books,2
802,Female,67,114.96,160.64,6,25,2,Home & Kitchen,5
803,Male,52,68.32,292.58,6,36,15,Beauty,2
804,Male,18,62.22,366.3,4,12,37,Books,1
805,Female,41,11.12,208.41,6,28,15,Home & Kitchen,3
806,Female,53,66.32,316.46,3,4,32,Home & Kitchen,5
807,Female,23,46.22,351.16,7,24,21,Clothing,3
808,Male,58,73.25,357.01,7,12,17,Books,2
809,Female,63,47.26,30.72,4,23,34,Beauty,3
810,Male,61,29.6,430.58,2,30,32,Electronics,3
811,Male,48,12.3,231.84,7,19,47,Home & Kitchen,2
812,Male,37,38.48,134.9,3,7,23,Clothing,5
813,Male,41,12.5,124.67,1,8,35,Electronics,3
814,Female,42,22.05,244.09,2,20,37,Home & Kitchen,3
815,Female,53,118.49,443.98,9,19,43,Clothing,2
816,Male,38,53.85,192.28,8,14,41,Books,4
817,Male,47,64.29,376.11,6,25,37,Clothing,3
818,Male,41,104.96,52.93,6,41,33,Home & Kitchen,1
819,Female,61,119.47,240.65,1,10,25,Books,5
820,Male,59,70.34,495.88,2,36,46,Beauty,3
821,Male,47,97.68,386.37,4,40,37,Clothing,2
822,Female,39,39.91,109.21,3,10,40,Electronics,1
823,Female,45,37.38,253.21,1,26,21,Books,2
824,Male,24,48.92,120.64,8,29,46,Books,3
825,Female,52,81.03,207.73,7,18,48,Beauty,1
826,Female,45,82.18,391.14,4,33,38,Clothing,5
827,Male,31,38.51,386.76,9,37,40,Electronics,5
828,Female,27,16.85,117.91,4,22,34,Beauty,5
829,Male,33,76.26,461.5,1,0,19,Clothing,4
830,Female,33,16.27,298.32,1,2,27,Electronics,2
831,Male,48,69.84,193.06,1,2,9,Electronics,3
832,Male,59,83.52,253.46,1,27,5,Home & Kitchen,1
833,Male,42,84.37,304.51,4,13,5,Electronics,2
834,Female,30,90.66,282.15,1,29,25,Clothing,3
835,Male,23,104.87,245.77,2,4,26,Beauty,4
836,Female,61,60.5,254.94,4,48,19,Beauty,3
837,Male,26,87.9,92.32,7,14,30,Home & Kitchen,2
838,Male,62,74.68,407.3,2,37,36,Clothing,3
839,Female,53,23.21,273.17,8,13,48,Electronics,1
840,Male,60,4.06,69.88,7,13,48,Home & Kitchen,4
841,Male,37,34.86,384.25,9,48,16,Books,1
842,Female,35,53.72,466.56,6,7,7,Clothing,4
843,Male,60,74.44,473.92,4,7,18,Home & Kitchen,4
844,Male,38,102.15,187.66,6,18,21,Beauty,3
845,Male,21,24.35,72.08,4,31,31,Home & Kitchen,1
846,Male,67,15.94,261.61,7,30,1,Books,4
847,Female,50,115.65,60.74,9,28,3,Clothing,4
848,Female,44,13.86,467.32,3,40,31,Home & Kitchen,3
849,Male,24,57.94,95.87,3,10,25,Electronics,2
850,Female,23,70.68,130.12,2,44,8,Clothing,2
851,Male,32,65.42,206.29,1,12,1,Home & Kitchen,5
852,Female,35,11.24,194.67,1,26,7,Home & Kitchen,5
853,Male,49,7.79,398.36,3,18,7,Clothing,4
854,Male,28,13.55,230.88,7,25,8,Beauty,2
855,Male,37,70.68,89.53,9,36,19,Electronics,4
856,Male,41,65.78,137.27,2,47,17,Clothing,1
857,Male,32,28.82,257.01,7,8,11,Electronics,2
858,Male,65,76.9,77.99,1,27,47,Electronics,2
859,Female,24,98.59,307.77,2,31,41,Clothing,2
860,Male,38,5.95,285.04,6,2,49,Home & Kitchen,5
861,Female,59,60.28,358.78,5,31,11,Beauty,3
862,Male,43,83.03,469.16,8,4,38,Electronics,3
863,Female,61,31.03,456.57,2,7,41,Electronics,5
864,Female,31,37.62,473.31,1,13,2,Home & Kitchen,5
865,Female,54,74.02,126.13,7,2,4,Clothing,5
866,Male,38,107.85,70.12,6,23,28,Beauty,3
867,Male,35,97.38,154.63,8,12,33,Electronics,4
868,Female,22,70.39,448.07,8,42,11,Electronics,5
869,Male,20,87.9,486.17,2,28,3,Clothing,4
870,Female,40,44.41,430.37,8,7,40,Home & Kitchen,4
871,Male,43,77.27,59.46,6,41,5,Books,1
872,Female,54,56.48,473.98,9,30,21,Home & Kitchen,3
873,Female,41,23.6,214.56,7,25,22,Electronics,4
874,Male,66,84.51,9.61,2,17,37,Electronics,3
875,Female,36,67.22,223.98,8,17,11,Beauty,3
876,Male,68,43.68,27.8,9,6,44,Home & Kitchen,1
877,Female,42,109.45,274.22,7,47,22,Books,3
878,Female,38,3.49,172.58,4,37,41,Beauty,4
879,Male,29,38.58,239.35,9,47,13,Books,2
880,Male,58,7.77,308.52,4,15,3,Beauty,4
881,Male,50,92.22,435.06,4,32,13,Home & Kitchen,4
882,Female,67,84.55,332.64,9,2,28,Electronics,3
883,Male,21,40.43,219.85,8,37,11,Books,4
884,Female,59,81.4,410.62,4,3,11,Home & Kitchen,2
885,Female,24,48.12,453.26,8,35,21,Books,3
886,Male,39,90.99,64.28,8,3,21,Home & Kitchen,5
887,Male,50,55.05,268.31,7,41,7,Beauty,4
888,Female,34,50.06,145.83,6,8,17,Home & Kitchen,4
889,Female,41,112.23,28.3,8,39,48,Beauty,1
890,Male,51,30.85,335.93,7,16,14,Electronics,5
891,Male,45,15.33,432.07,5,16,33,Beauty,5
892,Male,60,70.56,85.64,4,32,11,Clothing,2
893,Male,58,116.35,407.14,2,19,13,Electronics,5
894,Male,56,45.96,427.43,8,13,1,Home & Kitchen,1
895,Female,39,8.38,457.6,9,21,34,Home & Kitchen,2
896,Female,66,41.38,136.32,4,26,9,Clothing,5
897,Female,34,61.21,452.46,4,42,13,Home & Kitchen,2
898,Female,51,20.27,163.73,5,2,37,Electronics,5
899,Male,23,79.31,278.41,2,23,30,Electronics,5
900,Male,63,119.73,30.0,7,29,41,Beauty,5
901,Male,23,54.76,26.72,5,7,45,Books,4
902,Female,51,43.21,361.58,6,21,37,Home & Kitchen,5
903,Female,18,48.68,225.02,4,24,47,Clothing,4
904,Male,27,14.7,131.86,8,9,7,Electronics,3
905,Male,38,106.11,99.25,8,48,14,Electronics,1
906,Female,22,50.36,336.63,5,28,48,Electronics,2
907,Female,19,47.09,5.2,6,39,6,Books,2
908,Male,39,79.5,403.92,3,0,34,Books,3
909,Male,65,53.6,44.23,1,20,16,Home & Kitchen,5
910,Female,19,78.14,99.79,9,38,37,Clothing,1
911,Male,27,8.31,196.19,9,23,36,Books,3
912,Male,51,97.83,245.01,3,8,46,Beauty,3
913,Male,33,112.92,180.72,4,43,6,Books,2
914,Female,65,78.2,163.75,7,25,8,Electronics,4
915,Female,68,114.59,482.14,2,8,24,Clothing,4
916,Female,56,19.02,322.58,3,19,3,Home & Kitchen,5
917,Female,39,57.81,16.6,6,34,4,Books,5
918,Female,29,72.62,217.94,8,35,32,Electronics,3
919,Female,41,70.23,438.13,1,41,1,Beauty,5
920,Female,64,48.77,154.22,4,35,34,Beauty,4
921,Male,57,41.23,51.81,1,8,45,Home & Kitchen,1
922,Male,55,16.09,380.4,2,21,9,Home & Kitchen,2
923,Male,27,47.62,304.98,8,0,12,Books,4
924,Male,52,20.36,287.3,6,4,10,Home & Kitchen,5
925,Male,68,88.39,31.52,9,8,10,Electronics,2
926,Male,66,25.85,74.55,2,36,44,Electronics,2
927,Male,49,7.97,313.16,3,37,48,Electronics,3
928,Female,24,66.73,107.87,9,18,23,Books,5
929,Female,38,71.83,254.51,9,7,6,Books,3
930,Male,37,104.76,274.72,6,41,24,Home & Kitchen,2
931,Male,43,69.66,145.34,3,42,24,Books,3
932,Female,21,42.11,474.47,5,31,21,Electronics,5
933,Male,63,96.56,422.02,2,12,42,Clothing,4
934,Male,69,65.29,362.57,7,19,31,Electronics,1
935,Female,39,10.43,43.61,8,35,47,Clothing,4
936,Male,32,68.34,57.53,6,42,41,Home & Kitchen,2
937,Female,57,109.05,248.93,8,43,30,Beauty,4
938,Male,38,48.16,84.55,2,36,34,Books,3
939,Female,32,36.26,489.24,3,29,18,Books,5
940,Female,39,18.07,83.47,7,9,12,Electronics,4
941,Female,69,19.02,246.3,1,30,35,Electronics,4
942,Male,45,52.5,185.24,7,24,7,Clothing,5
943,Female,31,71.89,321.5,6,28,41,Books,3
944,Male,44,10.59,68.87,8,23,40,Home & Kitchen,1
945,Male,58,112.81,218.01,7,38,25,Electronics,4
946,Male,57,90.86,140.98,4,20,6,Books,2
947,Male,45,70.81,444.44,3,40,1,Beauty,3
948,Female,43,99.58,25.09,3,8,46,Clothing,3
949,Female,66,10.54,457.3,4,41,16,Electronics,4
950,Male,19,57.74,417.33,9,41,48,Electronics,5
951,Male,42,75.98,152.3,9,1,4,Home & Kitchen,4
952,Female,20,99.61,395.7,2,3,29,Electronics,4
953,Male,25,94.23,20.45,5,7,38,Books,5
954,Female,61,33.97,483.6,1,31,47,Books,2
955,Male,50,112.96,265.66,4,13,28,Books,5
956,Male,59,15.8,155.12,2,48,22,Beauty,4
957,Female,69,105.14,184.48,8,12,8,Beauty,1
958,Male,52,116.54,37.87,4,20,32,Electronics,5
959,Female,23,22.08,494.73,5,23,33,Beauty,2
960,Male,56,86.93,24.45,4,49,13,Beauty,5
961,Male,69,5.79,329.18,5,17,27,Home & Kitchen,5
962,Male,40,49.25,224.15,5,44,18,Beauty,3
963,Female,42,62.44,474.71,5,39,18,Clothing,3
964,Male,67,70.1,126.77,3,25,13,Clothing,4
965,Male,60,112.38,268.38,7,31,22,Clothing,4
966,Male,36,81.0,243.77,3,43,14,Electronics,5
967,Male,22,58.27,352.92,2,32,11,Books,1
968,Female,68,97.35,38.67,3,30,39,Home & Kitchen,4
969,Female,28,114.11,100.93,3,17,22,Electronics,5
970,Male,29,3.63,111.21,8,34,36,Books,5
971,Female,27,117.92,370.38,4,11,17,Home & Kitchen,5
972,Male,25,11.25,98.62,3,24,32,Home & Kitchen,5
973,Male,41,97.91,288.88,5,44,14,Home & Kitchen,5
974,Male,45,34.36,111.55,4,30,42,Clothing,3
975,Female,58,16.73,431.5,9,9,29,Clothing,2
976,Female,53,53.34,471.38,8,46,6,Clothing,2
977,Female,54,77.63,261.65,7,33,4,Home & Kitchen,5
978,Female,38,46.33,179.39,8,2,11,Home & Kitchen,4
979,Female,25,7.49,120.86,5,45,45,Clothing,1
980,Female,26,72.34,29.64,4,38,40,Home & Kitchen,5
